type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
ความปลอดภัย,เพื่อนชัชชาติ,"ไม่ปลอดภัย เคยมีข่าวจี้ ปล้นค่อนข้างบ่อย","[100.621142414589,13.762120666929]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/4b4485dd341f02d370c5930c8efbbfac959f2166.jpg,"หัวหมาก บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ฟุตบาทเเคบ มีป้ายโฆษณาตั้งขวางทางเยอะ","[100.646499221358,13.7720347594561]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/1bda94f3d0bbc347ab37e4479b48605c6d6b23b3.jpg,"คลองจั่น บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้าเดินไม่ได้ สูง เเละมีร้านค้าริมทางตั้งขวางทางเดิน","[100.642801097235,13.7847895520982]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/0d40eefcda74b952ee91cdb25f1fd1cd92e28964.jpg,"คลองจั่น บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ความปลอดภัย,เพื่อนชัชชาติ,"สัญาณไฟ กดเพื่อเดินข้ามทางม้าลาย ใช้ไม่ได้ ต้องเสี่ยงเอาเองเวลาข้าม","[100.603597157,13.76425172]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/f098b38aea6cbc2dbbc42f7158a49c42647f2910.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ฟุตบาทสวย เเต่ปลูกต้นไม้ขวางทางเดิน โดยเฉพาะกรอบอิฐตัวหนอนที่ล้อมต้นไม้ไว้","[100.67251819993,13.7439201240171]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/1f6fa8268f2e4f3dbbd6a7a9a9ddc5586ebe47db.jpg,"สะพานสูง สะพานสูง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้าเเคบ เดินไม่ได้","[100.642714528511,13.7679474599926]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/50c6da8f8698f1548369215362d95ebbb8c25445.jpg,"คลองจั่น บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถติดตลอด จากการซ่อมสร้าง ซ่อมสร้างตามใจ ขาดการบริหารจัดการที่ดี","[100.67251819993,13.7439201240171]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/248c8717676f104f93da22b0e0601b6355eb5234.jpg,"สะพานสูง สะพานสูง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถติดหนักมาก รวมไปถึงการจัดการที่ไม่มีประสิทธิภาพ เช่นการเปิดปิดถนนช่วงก่อสร้างที่ไม่มีระบบ บางวันปิดเลนซ้าย บางวันปิดเลนขวา","[100.645563899179,13.7626847354679]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/6e9aeac83383fb031912243bcfe790620c9afda0.jpg,"หัวหมาก บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"จุดกลับรถเยอะ ทำให้การจราจรไม่ค่อยคล่องตัว","[100.604817585007,13.7887538382971]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/5ff94e8b4fbab009b2c0a51713365d9e5538dc46.jpg,"วังทองหลาง วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"ตอหม้อสะพานโก่งขึ้นมาบนผิวถนน ทำให้การจราจรไม่ปลอดภัย","[100.501833253,13.7527631]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/94b5ba47c4c7c93ec62cd906931b3f3f04489384.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,การจราจรติดขัด,"[100.645564883549,13.76290113434]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/29b262b7105639e425b6ebbc5fe4cccf4fae62d0.jpg,"หัวหมาก บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถเมล์วิ่งทับเส้นทางกันเยอะ ทำให้รถบนท้องถนนเยอะเกินความจำเป็น","[100.623472865881,13.7615526892569]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9b358f2bb55683352a805607b1ee5158b5097beb.jpg,"หัวหมาก บางกะปิ กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การออกเเบบการจราจรบนท้องถนนไม่เหมาะสมกับการเคลื่อนตัวของรถยนต์ เช่น ถนนเส้นหนึ่งวิ่งตรงได้อยู่ จู่ๆมาเจอบังคับเลี้ยวซ้าย ถ้าตรงไปโดนตำรวจเเอบดักจับ","[100.5018305,13.752790604]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/7882804cb1f294f074159fcc316e343a94a088d6.jpg,"วัดราชบพิธ พระนคร กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"การจราจรติดขัด จำนวนรถมาก","[100.648210521986,13.8020498180174]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/553ab096dd834e0472bebd360ad7846ffe93f08d.jpg,"คลองกุ่ม บึงกุ่ม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถสาธารณะจอดเเช่เยอะ ทำให้รถติด","[100.652343101018,13.8147932210909]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/191d0984e35732bb05b594bc0ca9316d79bff222.jpg,"นวลจันทร์ บึงกุ่ม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้า กลางค่ืนไฟส่งสว่างไม่มี / ไม่เพียงพอ","[100.603533991,13.764258915]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/11bec44b4a24a9beffc1f8970aef2863430924ae.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเดินเท้า สายไฟฟ้าน่ากลัวมาก ห้อยต่ำ ระโยงระยาง","[100.60352177,13.764258509]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9fd48825408ee0a0afefd1a0c7348176c8b30390.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถขนส่งสาธารณะทั้งหมด เช่นรถกะป๊อ รถเมย์ รถตุ๊ก ฯ จอดรอรับลูกค้า รอให้ลูกค้าเต็ม ทำให้รถติด","[100.603520919,13.764254048]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/fbc81b080faf72896c1b62919d6978e93e9b556c.jpg,"พลับพลา วังทองหลาง กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
จราจร,เพื่อนชัชชาติ,"รถเมล์ 178 เพียงเส้นเดียวที่วิ่ง ไม่เพียงพอ","[100.640862151306,13.8259132758468]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-01/9b2a725137bff40dfffba2edcd3a54635e241667.jpg,"นวลจันทร์ บึงกุ่ม กรุงเทพมหานคร",,,กรุงเทพมหานคร,"2021-09-02 14:00:00+00"
